"mid","description","score","topicality","img_id"
"/m/019nj4","Smile",0.9749228,0.9749228,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/06hwcd","Dress shirt",0.8986648,0.8986648,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/01rkbr","Tie",0.8944157,0.8944157,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/062581","Sleeve",0.8723948,0.8723948,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/0244x1","Gesture",0.85260487,0.85260487,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/091410","Collar",0.8412379,0.8412379,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/01xyhv","Suit",0.8188492,0.8188492,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/04xz_5","Blazer",0.7827523,0.7827523,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/03120","Flag",0.7797908,0.7797908,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/0317s","Flag of the united states",0.7712807,0.7712807,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/01xr66","Spokesperson",0.7620462,0.7620462,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/035y33","Official",0.74766195,0.74766195,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/02w3_2","Formal wear",0.7396698,0.7396698,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/081pkj","Event",0.73529065,0.73529065,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/02vwbzz","Electric blue",0.7311354,0.7311354,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/04115t2","Job",0.6719763,0.6719763,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/01kq3x","White-collar worker",0.66557306,0.66557306,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/016pp7","Happy",0.6428316,0.6428316,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/01t_7l","Flag Day (USA)",0.62257046,0.62257046,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/01s_bn","Button",0.5460541,0.5460541,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/06j1y6","Caesar cut",0.5418122,0.5418122,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/09s1f","Business",0.52804255,0.52804255,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/01tqrk","Employment",0.51238626,0.51238626,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/025rhd","Pocket",0.50906914,0.50906914,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/012t_z","Businessperson",0.5050325,0.5050325,"mc_images_split/mc_men/Adam_Kinzinger.jpg"
"/m/019nj4","Smile",0.9675723,0.9675723,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/06hwcd","Dress shirt",0.8881265,0.8881265,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/01rkbr","Tie",0.857819,0.857819,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/0244x1","Gesture",0.85260487,0.85260487,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/091410","Collar",0.8408811,0.8408811,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/062581","Sleeve",0.84010065,0.84010065,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/03120","Flag",0.8353195,0.8353195,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/0317s","Flag of the united states",0.8277431,0.8277431,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/04xz_5","Blazer",0.782646,0.782646,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/01xyhv","Suit",0.7734762,0.7734762,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/01xr66","Spokesperson",0.73991454,0.73991454,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/081pkj","Event",0.727086,0.727086,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/02w3_2","Formal wear",0.71433663,0.71433663,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/035y33","Official",0.7107111,0.7107111,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/0mhy4","Throat",0.68602777,0.68602777,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/01t_7l","Flag Day (USA)",0.68090904,0.68090904,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/01kq3x","White-collar worker",0.65539694,0.65539694,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/j/4kr7kk","Pleased",0.6508079,0.6508079,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/02vwbzz","Electric blue",0.62708426,0.62708426,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/04115t2","Job",0.6024436,0.6024436,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/02gp31","Government agency",0.5428402,0.5428402,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/016pp7","Happy",0.52737236,0.52737236,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/012t_z","Businessperson",0.5149749,0.5149749,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/09s1f","Business",0.50502163,0.50502163,"mc_images_split/mc_men/Adam_Schiff.jpg"
"/m/025kyy","Forehead",0.9846564,0.9846564,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/019nj4","Smile",0.98043793,0.98043793,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/06hwcd","Dress shirt",0.89169,0.89169,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/0244x1","Gesture",0.85260487,0.85260487,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/03120","Flag",0.8491675,0.8491675,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/01rkbr","Tie",0.8466176,0.8466176,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/091410","Collar",0.83926463,0.83926463,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/01xyhv","Suit",0.7950753,0.7950753,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/04xz_5","Blazer",0.7825394,0.7825394,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/035y33","Official",0.75858736,0.75858736,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/081pkj","Event",0.737888,0.737888,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/02h66g5","Military person",0.7217096,0.7217096,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/02w3_2","Formal wear",0.71686137,0.71686137,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/0mhy4","Throat",0.69940645,0.69940645,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/0317s","Flag of the united states",0.69846976,0.69846976,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/02_x63","Wrinkle",0.69561726,0.69561726,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/01kq3x","White-collar worker",0.68844265,0.68844265,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/016pp7","Happy",0.63867784,0.63867784,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/02gp31","Government agency",0.63581777,0.63581777,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/03rszm","Curtain",0.54562306,0.54562306,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/012qdp","Military officer",0.53943866,0.53943866,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/013bml","Military rank",0.5245426,0.5245426,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/012t_z","Businessperson",0.50464255,0.50464255,"mc_images_split/mc_men/Adam_Smith_(politician).jpg"
"/m/025kyy","Forehead",0.9846564,0.9846564,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/0k0pj","Nose",0.98358303,0.98358303,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/0dzct","Face",0.9825126,0.9825126,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/0f9swq","Chin",0.9680683,0.9680683,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/019nj4","Smile",0.9644334,0.9644334,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/0ds4x","Hairstyle",0.9509009,0.9509009,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/027n3_","Eyebrow",0.9466965,0.9466965,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/014sv8","Eye",0.9372971,0.9372971,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/013y0j","Organ",0.90337217,0.90337217,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/06hwcd","Dress shirt",0.89756507,0.89756507,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/0244x1","Gesture",0.8520008,0.8520008,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/091410","Collar",0.84058774,0.84058774,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/01rkbr","Tie",0.81563365,0.81563365,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/04xz_5","Blazer",0.7817737,0.7817737,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/01xr66","Spokesperson",0.76947254,0.76947254,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/02_x63","Wrinkle",0.7620923,0.7620923,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/01kq3x","White-collar worker",0.75600547,0.75600547,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/01xyhv","Suit",0.75289696,0.75289696,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/02w3_2","Formal wear",0.7398065,0.7398065,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/035y33","Official",0.7389111,0.7389111,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/0mhy4","Throat",0.69937545,0.69937545,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/081pkj","Event",0.6753897,0.6753897,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/06j1y6","Caesar cut",0.65619725,0.65619725,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/j/4kr7kk","Pleased",0.6541429,0.6541429,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/016pp7","Happy",0.60218793,0.60218793,"mc_images_split/mc_men/Adrian_Smith_(politician).jpg"
"/m/025kyy","Forehead",0.9846564,0.9846564,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/019nj4","Smile",0.9693716,0.9693716,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/06hwcd","Dress shirt",0.8911546,0.8911546,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/0244x1","Gesture",0.85260487,0.85260487,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/091410","Collar",0.8411361,0.8411361,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/01rkbr","Tie",0.83143264,0.83143264,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/03120","Flag",0.83133936,0.83133936,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/0317s","Flag of the united states",0.81406415,0.81406415,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/01xyhv","Suit",0.8030703,0.8030703,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/04xz_5","Blazer",0.78265566,0.78265566,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/01xr66","Spokesperson",0.76807064,0.76807064,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/062581","Sleeve",0.7570703,0.7570703,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/035y33","Official",0.7410372,0.7410372,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/081pkj","Event",0.73832077,0.73832077,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/02w3_2","Formal wear",0.7343152,0.7343152,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/016pp7","Happy",0.70297116,0.70297116,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/02vwbzz","Electric blue",0.6746342,0.6746342,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/01t_7l","Flag Day (USA)",0.667297,0.667297,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/01kq3x","White-collar worker",0.63876486,0.63876486,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/02gp31","Government agency",0.61474025,0.61474025,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/04115t2","Job",0.58338976,0.58338976,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/09s1f","Business",0.56025994,0.56025994,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/01s_bn","Button",0.54068893,0.54068893,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/06j1y6","Caesar cut",0.518792,0.518792,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/012t_z","Businessperson",0.50472635,0.50472635,"mc_images_split/mc_men/Adriano_Espaillat.jpg"
"/m/025kyy","Forehead",0.9846564,0.9846564,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/0jyfg","Glasses",0.9820018,0.9820018,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/019nj4","Smile",0.97004807,0.97004807,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/0f9swq","Chin",0.9658333,0.9658333,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/06hwcd","Dress shirt",0.90391403,0.90391403,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/01rkbr","Tie",0.89142627,0.89142627,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/01xygc","Coat",0.88944185,0.88944185,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/062581","Sleeve",0.87229794,0.87229794,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/0244x1","Gesture",0.85260487,0.85260487,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/01xyhv","Suit",0.84801763,0.84801763,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/091410","Collar",0.8409049,0.8409049,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/04xz_5","Blazer",0.78277844,0.78277844,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/02w3_2","Formal wear",0.7629078,0.7629078,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/016pp7","Happy",0.761879,0.761879,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/01kq3x","White-collar worker",0.7523188,0.7523188,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/035y33","Official",0.742468,0.742468,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/01xr66","Spokesperson",0.7139406,0.7139406,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/02vwbzz","Electric blue",0.6889852,0.6889852,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/081pkj","Event",0.6883307,0.6883307,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/02_x63","Wrinkle",0.68209684,0.68209684,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/0j272k5","Eyewear",0.5910769,0.5910769,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/09s1f","Business",0.5676914,0.5676914,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/0chml9","Portrait photography",0.5521192,0.5521192,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/01j3sz","Laugh",0.5447251,0.5447251,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/01dv4h","Portrait",0.54196215,0.54196215,"mc_images_split/mc_men/Al_Franken.jpg"
"/m/03cvmmd","Suit trousers",0.95188105,0.95188105,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/0gjbg72","Shelf",0.91314197,0.91314197,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/01rkbr","Tie",0.9045044,0.9045044,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/013y0j","Organ",0.90308,0.90308,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/03__z0","Bookcase",0.9028434,0.9028434,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/06hwcd","Dress shirt",0.9007357,0.9007357,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/03120","Flag",0.8810595,0.8810595,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/01xygc","Coat",0.87078285,0.87078285,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/0317s","Flag of the united states",0.8427159,0.8427159,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/091410","Collar",0.8365413,0.8365413,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/01xyhv","Suit",0.8182714,0.8182714,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/0h8n982","Shelving",0.785665,0.785665,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/04xz_5","Blazer",0.78276277,0.78276277,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/02w3_2","Formal wear",0.7657923,0.7657923,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/035y33","Official",0.75146896,0.75146896,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/01kq3x","White-collar worker",0.7352742,0.7352742,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/081pkj","Event",0.7327995,0.7327995,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/01h1dd","Publication",0.68204534,0.68204534,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/01t_7l","Flag Day (USA)",0.61808586,0.61808586,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/036nz","Government",0.5698466,0.5698466,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/04115t2","Job",0.5602676,0.5602676,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/01ffcg","Varnish",0.5548341,0.5548341,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/0280yrc","Tuxedo",0.54360664,0.54360664,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/025rhd","Pocket",0.521411,0.521411,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/012t_z","Businessperson",0.5142793,0.5142793,"mc_images_split/mc_men/Al_Green_(politician).jpg"
"/m/025kyy","Forehead",0.9846564,0.9846564,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/019nj4","Smile",0.97505707,0.97505707,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/01rkbr","Tie",0.9036516,0.9036516,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/06hwcd","Dress shirt",0.887329,0.887329,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/01xygc","Coat",0.8554826,0.8554826,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/0244x1","Gesture",0.85260487,0.85260487,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/091410","Collar",0.83297145,0.83297145,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/01xr66","Spokesperson",0.82894254,0.82894254,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/01xyhv","Suit",0.8222419,0.8222419,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/03120","Flag",0.7836682,0.7836682,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/04xz_5","Blazer",0.7827277,0.7827277,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/0317s","Flag of the united states",0.7694045,0.7694045,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/035y33","Official",0.74490714,0.74490714,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/081pkj","Event",0.7353251,0.7353251,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/02w3_2","Formal wear",0.7343219,0.7343219,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/01kq3x","White-collar worker",0.7148406,0.7148406,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/04115t2","Job",0.67021847,0.67021847,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/016pp7","Happy",0.65254956,0.65254956,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/09x0r","Speech",0.65024734,0.65024734,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/01t_7l","Flag Day (USA)",0.60899895,0.60899895,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/068k4","Public speaking",0.5665425,0.5665425,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/0hg7b","Microphone",0.556536,0.556536,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/0hpjt","Orator",0.5563065,0.5563065,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/012t_z","Businessperson",0.52785367,0.52785367,"mc_images_split/mc_men/Al_Lawson.jpg"
"/m/0jyfg","Glasses",0.9836118,0.9836118,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/019nj4","Smile",0.9690326,0.9690326,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/0h8jxfl","Vision care",0.91304237,0.91304237,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/01rkbr","Tie",0.86177623,0.86177623,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/0244x1","Gesture",0.85260487,0.85260487,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/03120","Flag",0.84412533,0.84412533,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/016pp7","Happy",0.8352267,0.8352267,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/0j272k5","Eyewear",0.82759535,0.82759535,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/0317s","Flag of the united states",0.81906414,0.81906414,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/091410","Collar",0.793723,0.793723,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/04xz_5","Blazer",0.7825127,0.7825127,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/01xyhv","Suit",0.78119564,0.78119564,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/035y33","Official",0.7765235,0.7765235,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/081pkj","Event",0.7427671,0.7427671,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/01xr66","Spokesperson",0.7412019,0.7412019,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/02_x63","Wrinkle",0.7144906,0.7144906,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/06hwcd","Dress shirt",0.6913206,0.6913206,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/01kq3x","White-collar worker",0.6902954,0.6902954,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/02w3_2","Formal wear",0.6730216,0.6730216,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/01t_7l","Flag Day (USA)",0.64529055,0.64529055,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/04115t2","Job",0.62007684,0.62007684,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/02vwbzz","Electric blue",0.61712784,0.61712784,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/0chml9","Portrait photography",0.55997205,0.55997205,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/012t_z","Businessperson",0.5371931,0.5371931,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/09s1f","Business",0.515596,0.515596,"mc_images_split/mc_men/Alan_Lowenthal.jpg"
"/m/019nj4","Smile",0.975403,0.975403,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/01rkbr","Tie",0.8851685,0.8851685,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/06hwcd","Dress shirt",0.88217837,0.88217837,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/0317s","Flag of the united states",0.8688918,0.8688918,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/0244x1","Gesture",0.85260487,0.85260487,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/02h66g5","Military person",0.8421646,0.8421646,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/091410","Collar",0.83344436,0.83344436,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/03120","Flag",0.8169788,0.8169788,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/04xz_5","Blazer",0.78257984,0.78257984,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/02gp31","Government agency",0.7742036,0.7742036,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/01xyhv","Suit",0.76720124,0.76720124,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/035y33","Official",0.7595466,0.7595466,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/012qdp","Military officer",0.75593555,0.75593555,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/081pkj","Event",0.7392256,0.7392256,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/01t_7l","Flag Day (USA)",0.7010721,0.7010721,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/0167s5","Non-commissioned officer",0.6961344,0.6961344,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/03w1r4","Military uniform",0.6725548,0.6725548,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/02_x63","Wrinkle",0.67224985,0.67224985,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/013bml","Military rank",0.6611686,0.6611686,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/02w3_2","Formal wear",0.6516647,0.6516647,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/016pp7","Happy",0.61050534,0.61050534,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/09jfs","Uniform",0.60503113,0.60503113,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/01xr66","Spokesperson",0.5824938,0.5824938,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/06j1y6","Caesar cut",0.544078,0.544078,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/08j25g","Colonel",0.528649,0.528649,"mc_images_split/mc_men/Albio_Sires.jpg"
"/m/025kyy","Forehead",0.9846564,0.9846564,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/019nj4","Smile",0.9732999,0.9732999,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/013y0j","Organ",0.9044877,0.9044877,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/06hwcd","Dress shirt",0.8877074,0.8877074,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/015h_t","Beard",0.8799641,0.8799641,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/0244x1","Gesture",0.85256684,0.85256684,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/091410","Collar",0.82858896,0.82858896,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/03120","Flag",0.8255313,0.8255313,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/0317s","Flag of the united states",0.7978112,0.7978112,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/016pp7","Happy",0.7844578,0.7844578,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/04xz_5","Blazer",0.7827465,0.7827465,"mc_images_split/mc_men/Alcee_Hastings.jpg"
"/m/01xyhv","Suit",0.77818894,0.77818894,"mc_images_split/mc_men/Alcee_Hastings.jpg"
